win,lose,probability
Boston Celtics,Charlotte Hornets,0.6113314963958256
Philadelphia 76ers,Indiana Pacers,0.6288959034755093
Los Angeles Clippers,Sacramento Kings,0.6123038589834178
Houston Rockets,Denver Nuggets,0.5384014441245397
Golden State Warriors,San Antonio Spurs,0.5695612132068545
Toronto Raptors,Cleveland Cavaliers,0.9740128597071299
Oklahoma City Thunder,Dallas Mavericks,0.8110599112525728
Orlando Magic,Washington Wizards,0.6061561569020895
Portland Trail Blazers,New York Knicks,0.9445750880429581
Milwaukee Bucks,Minnesota Timberwolves,0.8403817663109229
Los Angeles Lakers,Phoenix Suns,0.9258479239086129
Charlotte Hornets,Cleveland Cavaliers,0.8661898399355421
Denver Nuggets,Indiana Pacers,0.6308914977399589
Toronto Raptors,Miami Heat,0.7375959599589472
Utah Jazz,Chicago Bulls,0.8821089818240522
Golden State Warriors,Minnesota Timberwolves,0.7878436821889083
Brooklyn Nets,Dallas Mavericks,0.5307998178112263
San Antonio Spurs,Oklahoma City Thunder,0.555560180860114
Sacramento Kings,Memphis Grizzlies,0.5426243627022742
Los Angeles Clippers,Detroit Pistons,0.7083378691432741
Boston Celtics,Atlanta Hawks,0.866895144396067
Orlando Magic,Miami Heat,0.6050518176723251
Portland Trail Blazers,Washington Wizards,0.7382929341049913
Houston Rockets,Philadelphia 76ers,0.5405281359930726
Phoenix Suns,New York Knicks,0.5066918629726415
Los Angeles Lakers,New Orleans Pelicans,0.6829416426613033
Los Angeles Clippers,Memphis Grizzlies,0.7084194060905686
Toronto Raptors,Brooklyn Nets,0.7624943392529937
Utah Jazz,Orlando Magic,0.5147972598014239
Indiana Pacers,Atlanta Hawks,0.7366441353185522
Oklahoma City Thunder,Cleveland Cavaliers,0.9384568290752857
Boston Celtics,Chicago Bulls,0.887938641330903
Denver Nuggets,Washington Wizards,0.7696729599267169
Charlotte Hornets,Dallas Mavericks,0.5379975570285374
Golden State Warriors,Detroit Pistons,0.856300592716726
Milwaukee Bucks,San Antonio Spurs,0.659259249736467
Sacramento Kings,New Orleans Pelicans,0.5861816146079402
Los Angeles Clippers,New York Knicks,0.9390353532080103
Portland Trail Blazers,Miami Heat,0.6393262118254003
Minnesota Timberwolves,Cleveland Cavaliers,0.8424804635834174
Memphis Grizzlies,Phoenix Suns,0.8605745371214146
Los Angeles Lakers,Detroit Pistons,0.6432822366090291
Indiana Pacers,Charlotte Hornets,0.5137889136254066
Orlando Magic,Brooklyn Nets,0.6462738463652006
Philadelphia 76ers,Oklahoma City Thunder,0.6216059448164039
Boston Celtics,Washington Wizards,0.6893828269083698
Denver Nuggets,Atlanta Hawks,0.8624241209224839
Utah Jazz,New Orleans Pelicans,0.6732907239437761
Dallas Mavericks,Chicago Bulls,0.7898802835537845
Milwaukee Bucks,San Antonio Spurs,0.5221552010082002
Golden State Warriors,Sacramento Kings,0.789854143249044
Detroit Pistons,Cleveland Cavaliers,0.8498158345479855
Toronto Raptors,Portland Trail Blazers,0.6794116939434586
Oklahoma City Thunder,Brooklyn Nets,0.6529408000484649
Memphis Grizzlies,Minnesota Timberwolves,0.5736170842233264
Sacramento Kings,Phoenix Suns,0.8548429732409737
Los Angeles Lakers,New York Knicks,0.9195961479374832
Boston Celtics,San Antonio Spurs,0.5345132697558943
Toronto Raptors,Charlotte Hornets,0.7602155663845913
Indiana Pacers,Miami Heat,0.6025864318988876
Orlando Magic,Washington Wizards,0.7080250409962544
Houston Rockets,Atlanta Hawks,0.8463766962158072
Denver Nuggets,Dallas Mavericks,0.7776101010483172
New Orleans Pelicans,Chicago Bulls,0.8000104238068877
Utah Jazz,New York Knicks,0.9464978460771502
Golden State Warriors,Milwaukee Bucks,0.6181530105903376
Detroit Pistons,Cleveland Cavaliers,0.8846721555613913
Philadelphia 76ers,Boston Celtics,0.6599130710522976
Portland Trail Blazers,Minnesota Timberwolves,0.7072562973299852
Oklahoma City Thunder,Houston Rockets,0.5399988418258171
Washington Wizards,Atlanta Hawks,0.6938873066810827
New Orleans Pelicans,New York Knicks,0.831085192476471
Brooklyn Nets,Miami Heat,0.5193933843201836
Indiana Pacers,Chicago Bulls,0.8418573576010993
San Antonio Spurs,Memphis Grizzlies,0.6691741308337602
Orlando Magic,Phoenix Suns,0.9071410589059046
Utah Jazz,Charlotte Hornets,0.7091559545003161
Los Angeles Lakers,Dallas Mavericks,0.5950335877240149
Milwaukee Bucks,Sacramento Kings,0.7563302300029051
Golden State Warriors,Los Angeles Clippers,0.6473106972561331
Houston Rockets,Minnesota Timberwolves,0.8091195200364364
Boston Celtics,New Orleans Pelicans,0.7791427831949534
Detroit Pistons,Chicago Bulls,0.8279733376586678
Oklahoma City Thunder,Los Angeles Lakers,0.7105808620911341
Philadelphia 76ers,Dallas Mavericks,0.7761262617510412
Denver Nuggets,Cleveland Cavaliers,0.9654388147680963
Portland Trail Blazers,Milwaukee Bucks,0.5062234214142739
Miami Heat,New York Knicks,0.8862261789073913
Utah Jazz,Washington Wizards,0.6769815232887847
Brooklyn Nets,Atlanta Hawks,0.7595359983875937
Golden State Warriors,Memphis Grizzlies,0.7780426566670045
Toronto Raptors,San Antonio Spurs,0.7049605495612267
Denver Nuggets,Los Angeles Clippers,0.709767939518718
Charlotte Hornets,Phoenix Suns,0.8759896735112778
Detroit Pistons,New Orleans Pelicans,0.6003810923037689
Philadelphia 76ers,Indiana Pacers,0.6288959034755093
Boston Celtics,Chicago Bulls,0.918710644462522
Oklahoma City Thunder,Minnesota Timberwolves,0.6918436959328158
Portland Trail Blazers,Charlotte Hornets,0.7673757467156509
Orlando Magic,Sacramento Kings,0.5715637340808661
Los Angeles Lakers,Cleveland Cavaliers,0.9166524024339521
Atlanta Hawks,Phoenix Suns,0.7914050577017425
Utah Jazz,Brooklyn Nets,0.6006450129125953
Houston Rockets,Memphis Grizzlies,0.7036323979165917
Milwaukee Bucks,New York Knicks,0.9692892055806713
Golden State Warriors,Dallas Mavericks,0.8783127378146942
Los Angeles Clippers,Cleveland Cavaliers,0.9367543677685322
Boston Celtics,Detroit Pistons,0.7470599657525768
Philadelphia 76ers,Brooklyn Nets,0.7993303936124194
San Antonio Spurs,Miami Heat,0.6112281556361103
Washington Wizards,Chicago Bulls,0.7441282848017758
Indiana Pacers,Minnesota Timberwolves,0.560815749537063
Toronto Raptors,Oklahoma City Thunder,0.5647571780809141
Denver Nuggets,Charlotte Hornets,0.8001539680859472
Houston Rockets,Portland Trail Blazers,0.5801184094032544
Sacramento Kings,Dallas Mavericks,0.5895651851478951
Los Angeles Lakers,Orlando Magic,0.5326751372212346
New York Knicks,Phoenix Suns,0.540891104088393
Milwaukee Bucks,Boston Celtics,0.6856609301072847
Utah Jazz,New Orleans Pelicans,0.6732907239437761
Golden State Warriors,Denver Nuggets,0.6343359937233424
Los Angeles Clippers,Orlando Magic,0.6055329966818277
Indiana Pacers,Minnesota Timberwolves,0.6801251603544334
Philadelphia 76ers,Chicago Bulls,0.944258443868276
Toronto Raptors,Washington Wizards,0.8800884116281673
Memphis Grizzlies,Cleveland Cavaliers,0.885779552850874
Oklahoma City Thunder,Miami Heat,0.7278069586893265
San Antonio Spurs,Atlanta Hawks,0.8813514495330691
Portland Trail Blazers,Dallas Mavericks,0.7469559219563335
Los Angeles Clippers,New Orleans Pelicans,0.641786831190235
Milwaukee Bucks,Brooklyn Nets,0.7198731041516219
Boston Celtics,Phoenix Suns,0.9533783258803374
Detroit Pistons,Atlanta Hawks,0.646008012263503
Philadelphia 76ers,New York Knicks,0.9524156003984284
Chicago Bulls,Cleveland Cavaliers,0.6371505114248337
Toronto Raptors,Minnesota Timberwolves,0.7930100169927359
Golden State Warriors,Orlando Magic,0.7902024594428116
Houston Rockets,Los Angeles Lakers,0.7351455839063852
Oklahoma City Thunder,Portland Trail Blazers,0.5499770703609347
Utah Jazz,Sacramento Kings,0.7452004406860623
San Antonio Spurs,Miami Heat,0.7176360801353558
Denver Nuggets,Indiana Pacers,0.7492695858710668
Washington Wizards,Detroit Pistons,0.5068916746225639
Toronto Raptors,Atlanta Hawks,0.8935275372523642
Philadelphia 76ers,Brooklyn Nets,0.7039386073225424
Orlando Magic,Charlotte Hornets,0.5217013961880211
Cleveland Cavaliers,New York Knicks,0.5284882357561345
Houston Rockets,Oklahoma City Thunder,0.5978710274415289
Memphis Grizzlies,New Orleans Pelicans,0.6029932664170592
Miami Heat,Sacramento Kings,0.6317206413458893
Milwaukee Bucks,Chicago Bulls,0.9501062510379645
Boston Celtics,Los Angeles Lakers,0.6717120128063576
Denver Nuggets,Minnesota Timberwolves,0.7410525205001335
San Antonio Spurs,Phoenix Suns,0.9407652257342055
Utah Jazz,Indiana Pacers,0.6453706998574563
Golden State Warriors,Portland Trail Blazers,0.5415259503643914
Los Angeles Clippers,Dallas Mavericks,0.6559468291600511
Detroit Pistons,Sacramento Kings,0.5687447147394052
Oklahoma City Thunder,Orlando Magic,0.570292352006786
Toronto Raptors,Philadelphia 76ers,0.6434291573116946
Los Angeles Clippers,Atlanta Hawks,0.7736543561659218
Boston Celtics,Memphis Grizzlies,0.7471345419683559
Miami Heat,Washington Wizards,0.6614488006795171
Los Angeles Lakers,New York Knicks,0.8945493742874092
Minnesota Timberwolves,Chicago Bulls,0.7665077135763443
Houston Rockets,Denver Nuggets,0.5384014441245397
Indiana Pacers,Phoenix Suns,0.9044369079782959
San Antonio Spurs,New Orleans Pelicans,0.7110160094690785
Golden State Warriors,Utah Jazz,0.7344648482043387
Washington Wizards,Cleveland Cavaliers,0.8257271908913062
Los Angeles Lakers,Brooklyn Nets,0.5019262500307069
Portland Trail Blazers,Dallas Mavericks,0.8204983245149859
Milwaukee Bucks,Charlotte Hornets,0.7173369925938362
Detroit Pistons,Memphis Grizzlies,0.5571893949618746
Boston Celtics,Orlando Magic,0.5290939516635997
Toronto Raptors,New York Knicks,0.9643180375401967
Sacramento Kings,Chicago Bulls,0.7681134126425481
Los Angeles Clippers,Miami Heat,0.5337690023199708
Houston Rockets,Minnesota Timberwolves,0.7155177787215431
Denver Nuggets,New Orleans Pelicans,0.7666762316553581
Oklahoma City Thunder,Atlanta Hawks,0.8865574280596558
San Antonio Spurs,Phoenix Suns,0.9588872870336915
Golden State Warriors,Indiana Pacers,0.7954078844486283
Utah Jazz,Dallas Mavericks,0.7716168693924983
Detroit Pistons,Brooklyn Nets,0.5309035759345478
Chicago Bulls,Cleveland Cavaliers,0.5965701531845821
Oklahoma City Thunder,Minnesota Timberwolves,0.6918436959328158
Philadelphia 76ers,Los Angeles Lakers,0.7541104319808443
Denver Nuggets,Houston Rockets,0.6027312092404036
Toronto Raptors,San Antonio Spurs,0.5771904027472925
Washington Wizards,Atlanta Hawks,0.6044454636658166
Memphis Grizzlies,Phoenix Suns,0.898002188642948
Boston Celtics,New Orleans Pelicans,0.6857679535404468
Brooklyn Nets,New York Knicks,0.8672222937393775
Orlando Magic,Los Angeles Clippers,0.5201820840355381
Portland Trail Blazers,Indiana Pacers,0.711158176352559
Detroit Pistons,Cleveland Cavaliers,0.8846721555613913
Miami Heat,Orlando Magic,0.5083719201085233
San Antonio Spurs,Chicago Bulls,0.8993272780648021
Minnesota Timberwolves,Sacramento Kings,0.5572357121775026
Oklahoma City Thunder,Dallas Mavericks,0.8110599112525728
Houston Rockets,Utah Jazz,0.5197673005448051
Charlotte Hornets,New York Knicks,0.9019538684314679
Golden State Warriors,Philadelphia 76ers,0.5017132902731796
New Orleans Pelicans,Cleveland Cavaliers,0.8257027203734458
Toronto Raptors,Atlanta Hawks,0.9312813385331624
Denver Nuggets,Memphis Grizzlies,0.7298311417382453
Boston Celtics,Miami Heat,0.582382520243228
Milwaukee Bucks,Washington Wizards,0.8559719861527687
Dallas Mavericks,Phoenix Suns,0.8718252102867516
Indiana Pacers,Chicago Bulls,0.8849285632578091
Brooklyn Nets,Detroit Pistons,0.588882960591288
Memphis Grizzlies,New York Knicks,0.8545357521081643
San Antonio Spurs,Utah Jazz,0.609925719372645
Portland Trail Blazers,Houston Rockets,0.5555579782749738
Oklahoma City Thunder,Sacramento Kings,0.6944110186052208
Toronto Raptors,Cleveland Cavaliers,0.9629919818832876
Charlotte Hornets,Washington Wizards,0.5267135950156256
Philadelphia 76ers,Atlanta Hawks,0.8614053201200512
Golden State Warriors,Boston Celtics,0.6014645197596915
Denver Nuggets,Utah Jazz,0.6801102928972915
Los Angeles Clippers,Sacramento Kings,0.7180254604874023
Toronto Raptors,Detroit Pistons,0.7852259194401984
Brooklyn Nets,Chicago Bulls,0.8457060944821152
Houston Rockets,Dallas Mavericks,0.8291469246930999
New Orleans Pelicans,Memphis Grizzlies,0.5111959020354406
Milwaukee Bucks,Denver Nuggets,0.5916235339219048
Oklahoma City Thunder,Phoenix Suns,0.9433104419551002
Portland Trail Blazers,Los Angeles Lakers,0.6165770569709307
Los Angeles Clippers,Minnesota Timberwolves,0.7198427067027735
Indiana Pacers,New York Knicks,0.9272520380005664
Orlando Magic,Miami Heat,0.6050518176723251
Golden State Warriors,Cleveland Cavaliers,0.9618642580039191
Brooklyn Nets,Washington Wizards,0.5194970686701373
Philadelphia 76ers,Boston Celtics,0.5355600634330983
Dallas Mavericks,Atlanta Hawks,0.684175684260913
San Antonio Spurs,Charlotte Hornets,0.746489862473976
Los Angeles Lakers,Sacramento Kings,0.5489766933903893
Portland Trail Blazers,Utah Jazz,0.6365853048256432
Denver Nuggets,Detroit Pistons,0.7319748965137972
Houston Rockets,New Orleans Pelicans,0.8271594076397497
Milwaukee Bucks,Phoenix Suns,0.9717956200104152
Toronto Raptors,Chicago Bulls,0.9592116767925406
Orlando Magic,Charlotte Hornets,0.5217013961880211
Cleveland Cavaliers,New York Knicks,0.5284882357561345
Indiana Pacers,Dallas Mavericks,0.7088161373918056
Golden State Warriors,Washington Wizards,0.8126003009087175
Boston Celtics,Atlanta Hawks,0.8063306570823826
Brooklyn Nets,Phoenix Suns,0.9084040959815405
Philadelphia 76ers,Miami Heat,0.6755139847808274
Memphis Grizzlies,Detroit Pistons,0.5597796677386393
Sacramento Kings,Minnesota Timberwolves,0.556476449287108
San Antonio Spurs,Los Angeles Clippers,0.5143447870552241
Milwaukee Bucks,New Orleans Pelicans,0.7788169456984672
Houston Rockets,Charlotte Hornets,0.7778909955845309
Denver Nuggets,Portland Trail Blazers,0.6123255865535775
San Antonio Spurs,Los Angeles Lakers,0.5878492541122036
Detroit Pistons,Phoenix Suns,0.8969995133764189
Boston Celtics,Orlando Magic,0.651182579254645
Golden State Warriors,Brooklyn Nets,0.7567999360701995
Toronto Raptors,Indiana Pacers,0.800383304247024
Minnesota Timberwolves,Atlanta Hawks,0.7257917941548749
Oklahoma City Thunder,Cleveland Cavaliers,0.9557791824625158
Memphis Grizzlies,Dallas Mavericks,0.5043410080467474
Denver Nuggets,Utah Jazz,0.5518679840105989
Los Angeles Clippers,Miami Heat,0.6469337345145565
Orlando Magic,New York Knicks,0.9028915713492462
New Orleans Pelicans,Chicago Bulls,0.7440959074734375
Milwaukee Bucks,Philadelphia 76ers,0.5936900667716515
Portland Trail Blazers,San Antonio Spurs,0.594682439659366
Houston Rockets,Los Angeles Lakers,0.6260445119208851
Philadelphia 76ers,Memphis Grizzlies,0.8157937555061114
Washington Wizards,Dallas Mavericks,0.5545863287070368
Boston Celtics,Atlanta Hawks,0.866895144396067
Toronto Raptors,Indiana Pacers,0.6958816062383589
Oklahoma City Thunder,Detroit Pistons,0.779930492116021
Houston Rockets,Phoenix Suns,0.9490872894748317
Miami Heat,Sacramento Kings,0.5277762388666902
Portland Trail Blazers,Utah Jazz,0.5097163696939637
Milwaukee Bucks,Orlando Magic,0.6444852494478506
Charlotte Hornets,Dallas Mavericks,0.6372716992545776
Detroit Pistons,New York Knicks,0.8886081502039469
Indiana Pacers,New Orleans Pelicans,0.7059252918057308
Toronto Raptors,Brooklyn Nets,0.846856585900933
Los Angeles Clippers,Minnesota Timberwolves,0.6094347077572384
Golden State Warriors,Los Angeles Lakers,0.8050000839606454
Denver Nuggets,Phoenix Suns,0.9549763523029957
San Antonio Spurs,Sacramento Kings,0.6844292701699166
Oklahoma City Thunder,Boston Celtics,0.6083680081619656
Atlanta Hawks,New York Knicks,0.7765539664993313
Philadelphia 76ers,Chicago Bulls,0.944258443868276
Washington Wizards,Memphis Grizzlies,0.5069903311819886
Houston Rockets,Utah Jazz,0.6503185911149427
Los Angeles Clippers,Cleveland Cavaliers,0.9137795294153357
Portland Trail Blazers,Miami Heat,0.7400714013096149
Detroit Pistons,Charlotte Hornets,0.5236931636598195
Indiana Pacers,Brooklyn Nets,0.6439143425290069
Orlando Magic,Atlanta Hawks,0.8174378748989625
Toronto Raptors,Minnesota Timberwolves,0.8667021388479463
Milwaukee Bucks,Sacramento Kings,0.8391717106949451
Utah Jazz,Dallas Mavericks,0.6868131010314011
Denver Nuggets,San Antonio Spurs,0.6403909915541067
Golden State Warriors,Miami Heat,0.8180454200065136
Los Angeles Lakers,Phoenix Suns,0.9258479239086129
Philadelphia 76ers,Los Angeles Clippers,0.7026996172968449
Washington Wizards,Chicago Bulls,0.7973044599439645
Portland Trail Blazers,New Orleans Pelicans,0.7350284838383958
Oklahoma City Thunder,San Antonio Spurs,0.579456168594969
Houston Rockets,Boston Celtics,0.6371784898745133
Atlanta Hawks,Cleveland Cavaliers,0.7195780453624907
Orlando Magic,Detroit Pistons,0.6700246552124256
Toronto Raptors,Brooklyn Nets,0.7624943392529937
Milwaukee Bucks,Indiana Pacers,0.6468430451019221
Washington Wizards,New York Knicks,0.8311090618876456
Portland Trail Blazers,Memphis Grizzlies,0.6951728047835597
Minnesota Timberwolves,Charlotte Hornets,0.5120134420310882
Dallas Mavericks,Sacramento Kings,0.5074004411642663
Golden State Warriors,Phoenix Suns,0.9649408045938296
Utah Jazz,Miami Heat,0.6778864991689667
Denver Nuggets,Los Angeles Lakers,0.760373273764606
Boston Celtics,Los Angeles Clippers,0.6119386687269566
Oklahoma City Thunder,New Orleans Pelicans,0.7205002204084359
Milwaukee Bucks,Detroit Pistons,0.7453214442727383
Miami Heat,Atlanta Hawks,0.7075003528213418
Charlotte Hornets,Chicago Bulls,0.7989230170253796
Philadelphia 76ers,Brooklyn Nets,0.7993303936124194
Sacramento Kings,Memphis Grizzlies,0.5426243627022742
Golden State Warriors,Houston Rockets,0.6637329908003295
Orlando Magic,Dallas Mavericks,0.7109386439926563
Washington Wizards,Cleveland Cavaliers,0.8624320427476785
Indiana Pacers,New York Knicks,0.9000773020020776
Toronto Raptors,Phoenix Suns,0.9770384754917005
Boston Celtics,Minnesota Timberwolves,0.6552542864444645
Oklahoma City Thunder,Denver Nuggets,0.5078062237366112
Utah Jazz,San Antonio Spurs,0.5202621199554566
Los Angeles Lakers,Memphis Grizzlies,0.6433728039023936
Portland Trail Blazers,New Orleans Pelicans,0.8184322304966677
Los Angeles Clippers,Sacramento Kings,0.7180254604874023
Charlotte Hornets,Brooklyn Nets,0.5661831447231663
Dallas Mavericks,Atlanta Hawks,0.6010607924294584
Chicago Bulls,Phoenix Suns,0.6659449395898532
Miami Heat,Cleveland Cavaliers,0.9089028985586517
Milwaukee Bucks,Philadelphia 76ers,0.5936900667716515
Houston Rockets,Utah Jazz,0.5197673005448051
Boston Celtics,Los Angeles Lakers,0.5585218751602494
Denver Nuggets,Minnesota Timberwolves,0.8289406484880154
Toronto Raptors,Indiana Pacers,0.800383304247024
Washington Wizards,Chicago Bulls,0.7441282848017758
Oklahoma City Thunder,San Antonio Spurs,0.579456168594969
Golden State Warriors,New Orleans Pelicans,0.8768121875502816
Portland Trail Blazers,Detroit Pistons,0.7905223266599264
Miami Heat,Cleveland Cavaliers,0.8823520453341168
Philadelphia 76ers,Atlanta Hawks,0.9070805826409213
Milwaukee Bucks,Washington Wizards,0.7817021415994011
Orlando Magic,Brooklyn Nets,0.5248300770017572
Houston Rockets,New York Knicks,0.9621367878364113
Dallas Mavericks,Minnesota Timberwolves,0.5096481015819158
Utah Jazz,Phoenix Suns,0.9507698689616535
Los Angeles Clippers,Memphis Grizzlies,0.7084194060905686
Indiana Pacers,Charlotte Hornets,0.6372541281366558
Toronto Raptors,Milwaukee Bucks,0.6254089944798658
Oklahoma City Thunder,Chicago Bulls,0.9034703168816092
Denver Nuggets,Detroit Pistons,0.8208006818042255
Los Angeles Lakers,New Orleans Pelicans,0.6829416426613033
Portland Trail Blazers,Boston Celtics,0.6232281304962931
Golden State Warriors,Sacramento Kings,0.8620308444924027
Charlotte Hornets,New York Knicks,0.9019538684314679
Philadelphia 76ers,Cleveland Cavaliers,0.9506698399115824
Brooklyn Nets,Washington Wizards,0.5194970686701373
Orlando Magic,Atlanta Hawks,0.7427458109267042
Miami Heat,Minnesota Timberwolves,0.6338104331912549
Houston Rockets,Memphis Grizzlies,0.8003267027446337
San Antonio Spurs,Dallas Mavericks,0.8031585379504
Los Angeles Clippers,Phoenix Suns,0.9204142762934764
Utah Jazz,Boston Celtics,0.5500837165528882
Philadelphia 76ers,New York Knicks,0.9656083557919309
Portland Trail Blazers,Indiana Pacers,0.5906595605013951
Oklahoma City Thunder,Sacramento Kings,0.7879519914485713
Golden State Warriors,Los Angeles Lakers,0.8050000839606454
Orlando Magic,Minnesota Timberwolves,0.6823630838182474
Brooklyn Nets,Atlanta Hawks,0.6697675498056688
Toronto Raptors,Charlotte Hornets,0.8430670892172255
Memphis Grizzlies,Sacramento Kings,0.5714160629722028
Miami Heat,Dallas Mavericks,0.6646070173864945
Milwaukee Bucks,Oklahoma City Thunder,0.6487101565637652
New Orleans Pelicans,Cleveland Cavaliers,0.864416411803773
Detroit Pistons,Phoenix Suns,0.8606218891333546
Utah Jazz,Washington Wizards,0.7691162492200602
Denver Nuggets,Los Angeles Clippers,0.5858192396251686
Chicago Bulls,New York Knicks,0.6056490843743902
Portland Trail Blazers,Atlanta Hawks,0.8410713234688529
Miami Heat,Brooklyn Nets,0.5954750598629693
Indiana Pacers,Cleveland Cavaliers,0.8966197969370782
Los Angeles Lakers,Memphis Grizzlies,0.5316542714466972
Houston Rockets,Boston Celtics,0.5054823699328159
San Antonio Spurs,Orlando Magic,0.6804305863078371
Golden State Warriors,Phoenix Suns,0.9649408045938296
Milwaukee Bucks,Charlotte Hornets,0.7173369925938362
Philadelphia 76ers,Los Angeles Clippers,0.5837407428278893
Minnesota Timberwolves,Dallas Mavericks,0.5924826972098128
Toronto Raptors,Denver Nuggets,0.5009928814984829
Sacramento Kings,Detroit Pistons,0.5425264025894163
Los Angeles Lakers,New Orleans Pelicans,0.5799719289864425
Golden State Warriors,Washington Wizards,0.8767938198393329
Utah Jazz,Cleveland Cavaliers,0.9241880929950953
Houston Rockets,New York Knicks,0.9466444757022964
Portland Trail Blazers,Orlando Magic,0.5881654849543128
Memphis Grizzlies,Atlanta Hawks,0.645917745884862
Milwaukee Bucks,Miami Heat,0.6923096416198101
Dallas Mavericks,Chicago Bulls,0.7414275451626733
San Antonio Spurs,Indiana Pacers,0.6872817752301087
San Antonio Spurs,Charlotte Hornets,0.6394156067402134
Boston Celtics,Brooklyn Nets,0.7265913658142719
New Orleans Pelicans,Minnesota Timberwolves,0.525166904469938
Oklahoma City Thunder,Los Angeles Clippers,0.654241730023469
Denver Nuggets,Golden State Warriors,0.5068039737482072
Toronto Raptors,Phoenix Suns,0.9659807686520843
Philadelphia 76ers,Los Angeles Lakers,0.6538113837127073
Sacramento Kings,Washington Wizards,0.5861403667664459
Boston Celtics,Cleveland Cavaliers,0.9281065471738196
Oklahoma City Thunder,Detroit Pistons,0.6817817782308802
Milwaukee Bucks,Indiana Pacers,0.7645257069508453
Brooklyn Nets,Memphis Grizzlies,0.5889785145938132
Utah Jazz,New York Knicks,0.9267988625979516
Miami Heat,Orlando Magic,0.5083719201085233
Minnesota Timberwolves,Chicago Bulls,0.8212076327018827
Dallas Mavericks,New Orleans Pelicans,0.539896432404516
Portland Trail Blazers,Washington Wizards,0.8184069609246656
Denver Nuggets,Charlotte Hornets,0.7031080886009919
Houston Rockets,Los Angeles Clippers,0.681444577637507
Philadelphia 76ers,Sacramento Kings,0.7417254969829963
Golden State Warriors,Toronto Raptors,0.5644260199894642
Washington Wizards,Atlanta Hawks,0.6938873066810827
San Antonio Spurs,Brooklyn Nets,0.6423022278565229
Oklahoma City Thunder,New York Knicks,0.940607797711516
Indiana Pacers,Chicago Bulls,0.8418573576010993
Orlando Magic,Minnesota Timberwolves,0.56860550323311
Miami Heat,New Orleans Pelicans,0.5590581900009676
Boston Celtics,Utah Jazz,0.5782247672973995
Memphis Grizzlies,Dallas Mavericks,0.5043410080467474
Portland Trail Blazers,Phoenix Suns,0.9471073523337554
Milwaukee Bucks,Los Angeles Lakers,0.6711835802852403
Houston Rockets,Charlotte Hornets,0.6754702580476468
Utah Jazz,Detroit Pistons,0.6313783584477354
Denver Nuggets,Cleveland Cavaliers,0.9510697355900135
Memphis Grizzlies,Atlanta Hawks,0.7371205154128762
Golden State Warriors,Philadelphia 76ers,0.6363192511977465
Portland Trail Blazers,Sacramento Kings,0.7982576190758344
Brooklyn Nets,Chicago Bulls,0.8457060944821152
Minnesota Timberwolves,New Orleans Pelicans,0.5891064156606491
Los Angeles Clippers,Los Angeles Lakers,0.6272110389627583
Boston Celtics,Oklahoma City Thunder,0.5228970753151004
Milwaukee Bucks,Phoenix Suns,0.9578576724463834
Miami Heat,Washington Wizards,0.5632022671185692
Indiana Pacers,Dallas Mavericks,0.609406998126961
Houston Rockets,Orlando Magic,0.7169111716922686
Detroit Pistons,New York Knicks,0.8545848084758005
San Antonio Spurs,Cleveland Cavaliers,0.9357085500581879
Toronto Raptors,Sacramento Kings,0.7949842602123545
Charlotte Hornets,Atlanta Hawks,0.6761341895474833
Denver Nuggets,Milwaukee Bucks,0.5544333709560446
Toronto Raptors,Utah Jazz,0.6224452783113543
Washington Wizards,New York Knicks,0.8670129649035784
Boston Celtics,Indiana Pacers,0.5316609088379612
Houston Rockets,Minnesota Timberwolves,0.8091195200364364
San Antonio Spurs,Dallas Mavericks,0.8031585379504
Orlando Magic,Memphis Grizzlies,0.5544046765056811
Chicago Bulls,Cleveland Cavaliers,0.6371505114248337
Portland Trail Blazers,Phoenix Suns,0.9631385145982484
Los Angeles Lakers,Brooklyn Nets,0.6187019711981965
Golden State Warriors,Los Angeles Clippers,0.7608551305478638
Philadelphia 76ers,Detroit Pistons,0.8157344344991152
Atlanta Hawks,New York Knicks,0.7765539664993313
Miami Heat,Charlotte Hornets,0.588487848634384
Denver Nuggets,Dallas Mavericks,0.7776101010483172
Utah Jazz,New Orleans Pelicans,0.6732907239437761
Los Angeles Clippers,Los Angeles Lakers,0.5094702860790195
Orlando Magic,Brooklyn Nets,0.5248300770017572
Portland Trail Blazers,Memphis Grizzlies,0.7905876805943356
Washington Wizards,Phoenix Suns,0.8768055986535578
Milwaukee Bucks,Boston Celtics,0.6856609301072847
San Antonio Spurs,Sacramento Kings,0.7793471605363662
Houston Rockets,Dallas Mavericks,0.7544859618969055
Denver Nuggets,Miami Heat,0.7755717720040728
Oklahoma City Thunder,Utah Jazz,0.621932416984613
Los Angeles Clippers,New Orleans Pelicans,0.7436468055528487
Philadelphia 76ers,Indiana Pacers,0.6288959034755093
Toronto Raptors,Los Angeles Lakers,0.8097980144082371
Brooklyn Nets,Washington Wizards,0.6310826874517983
Boston Celtics,Portland Trail Blazers,0.504577298305107
San Antonio Spurs,Memphis Grizzlies,0.6691741308337602
Orlando Magic,Sacramento Kings,0.6804106600943898
Houston Rockets,Milwaukee Bucks,0.5211775817181349
Dallas Mavericks,Phoenix Suns,0.8360071318185913
Toronto Raptors,Miami Heat,0.7375959599589472
Oklahoma City Thunder,Denver Nuggets,0.5078062237366112
Indiana Pacers,Washington Wizards,0.5985657536356139
